product_id,product_category,product_name,product_price,scrapy_datetime,additional material information,art. no.,care instructions,collection,composition,concept,description,fit,imported,material,size,style_id,color_id
0690449043,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449043,Only non-chlorine bleach when needed,,"Cotton 98%, Spandex 2%",DENIM,Light denim blue,Skinny fit,Yes,keyFibreType,,0690449,043
0690449043,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449043,Medium iron,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Light denim blue,Skinny fit,Yes,Denim,,0690449,043
1024256001,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256001,Only non-chlorine bleach when needed,,"Shell: Cotton 99%, Spandex 1%",DENIM,Black,Slim fit,Yes,Denim,,1024256,001
1024256001,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256001,Medium iron,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Slim fit,Yes,Denim,,1024256,001
0985159001,men_jeans_skinny,Skinny Jeans,$ 24.99,2022-11-29 16:18:45,Recycled cotton 20%,0985159001,Only non-chlorine bleach when needed,,"Shell: Cotton 99%, Spandex 1%",DENIM,Black,Skinny fit,Yes,Denim,,0985159,001
0985159001,men_jeans_skinny,Skinny Jeans,$ 24.99,2022-11-29 16:18:45,Recycled cotton 20%,0985159001,Medium iron,,Pocket lining: Cotton 100%,DENIM,Solid-color,Skinny fit,Yes,Denim,,0985159,001
0690449067,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449067,Only non-chlorine bleach when needed,,"Shell: Cotton 98%, Spandex 2%",DENIM,Denim blue,Skinny fit,Yes,keyFibreType,,0690449,067
0690449067,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449067,Medium iron,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Skinny fit,Yes,Denim,,0690449,067
1008549006,men_jeans_regular,Regular Jeans,$ 24.99,2022-11-29 16:18:45,Recycled cotton 20%,1008549006,Only non-chlorine bleach when needed,,"Shell: Cotton 99%, Spandex 1%",DENIM,Black,Regular fit,Yes,keyFibreType,,1008549,006
1008549006,men_jeans_regular,Regular Jeans,$ 24.99,2022-11-29 16:18:45,Recycled cotton 20%,1008549006,Medium iron,,Pocket: Cotton 100%,DENIM,Solid-color,Regular fit,Yes,Denim,,1008549,006
0979945001,men_jeans_loose,Loose Jeans,$ 39.99,2022-11-29 16:18:45,Recycled cotton 20%,0979945001,Tumble dry medium,,Shell: Cotton 100%,DENIM,Light denim blue,Loose fit,Yes,keyFibreType,,0979945,001
0979945001,men_jeans_loose,Loose Jeans,$ 39.99,2022-11-29 16:18:45,Recycled cotton 20%,0979945001,Only non-chlorine bleach when needed,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Loose fit,Yes,Denim,,0979945,001
1024256003,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256003,Only non-chlorine bleach when needed,,"Shell: Cotton 99%, Spandex 1%",DENIM,Light denim blue,Slim fit,Yes,Denim,,1024256,003
1024256003,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256003,Medium iron,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Slim fit,Yes,Denim,,1024256,003
1008549001,men_jeans_regular,Regular Jeans,$ 24.99,2022-11-29 16:18:45,Recycled cotton 20%,1008549001,Only non-chlorine bleach when needed,,"Shell: Cotton 98%, Spandex 2%",DENIM,Light denim blue,Regular fit,Yes,keyFibreType,,1008549,001
1008549001,men_jeans_regular,Regular Jeans,$ 24.99,2022-11-29 16:18:45,Recycled cotton 20%,1008549001,Medium iron,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Regular fit,Yes,Denim,,1008549,001
0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449022,Only non-chlorine bleach when needed,,"Cotton 98%, Spandex 2%",DENIM,Black,Skinny fit,Yes,keyFibreType,,0690449,022
0690449022,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449022,Medium iron,,Lining: Polyester 100%,DENIM,Solid-color,Skinny fit,Yes,Denim,,0690449,022
1024256005,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256005,Only non-chlorine bleach when needed,,"Shell: Cotton 99%, Spandex 1%",DENIM,Dark blue,Slim fit,Yes,Denim,,1024256,005
1024256005,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256005,Medium iron,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Slim fit,Yes,Denim,,1024256,005
1024256006,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256006,Only non-chlorine bleach when needed,,"Shell: Cotton 99%, Spandex 1%",DENIM,Dark denim blue,Slim fit,Yes,Denim,,1024256,006
1024256006,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256006,Medium iron,,Pocket lining: Cotton 100%,DENIM,Solid-color,Slim fit,Yes,Denim,,1024256,006
1024256004,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256004,Only non-chlorine bleach when needed,,"Shell: Cotton 99%, Spandex 1%",DENIM,Denim blue,Slim fit,Yes,Denim,,1024256,004
1024256004,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256004,Medium iron,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Slim fit,Yes,Denim,,1024256,004
0690449036,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449036,Only non-chlorine bleach when needed,,"Cotton 98%, Spandex 2%",DENIM,Black,Skinny fit,Yes,keyFibreType,,0690449,036
0979945003,men_jeans_loose,Loose Jeans,$ 39.99,2022-11-29 16:18:45,Recycled cotton 20%,0979945003,Tumble dry medium,,Shell: Cotton 100%,DENIM,Black,Loose fit,Yes,keyFibreType,,0979945,003
0979945003,men_jeans_loose,Loose Jeans,$ 39.99,2022-11-29 16:18:45,Recycled cotton 20%,0979945003,Only non-chlorine bleach when needed,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Loose fit,Yes,Denim,,0979945,003
1008110019,men_jeans_slim,Freefit速 Slim Jeans,$ 49.99,2022-11-29 16:18:45,,1008110019,Tumble dry medium,,"Shell: Cotton 90%, Elastomultiester 8%, Spandex 2%",DENIM,Black,Slim fit,Yes,Denim,,1008110,019
1008110019,men_jeans_slim,Freefit速 Slim Jeans,$ 49.99,2022-11-29 16:18:45,,1008110019,Only non-chlorine bleach when needed,,"Pocket lining: Polyester 80%, Cotton 20%",DENIM,Solid-color,Slim fit,Yes,Denim,,1008110,019
1024711006,men_jeans_slim,Slim Jeans,$ 29.99,2022-11-29 16:18:45,,1024711006,Tumble dry medium,,"Shell: Cotton 98%, Spandex 2%",DENIM,Dark denim blue,Slim fit,Yes,keyFibreType,,1024711,006
1024711006,men_jeans_slim,Slim Jeans,$ 29.99,2022-11-29 16:18:45,,1024711006,Only non-chlorine bleach when needed,,Pocket lining: Cotton 100%,DENIM,Solid-color,Slim fit,Yes,Denim,,1024711,006
0985159008,men_jeans_skinny,Skinny Jeans,$ 24.99,2022-11-29 16:18:45,,0985159008,Tumble dry medium,,"Shell: Cotton 99%, Spandex 1%",DENIM,Dark gray,Skinny fit,Yes,Denim,,0985159,008
0985159008,men_jeans_skinny,Skinny Jeans,$ 24.99,2022-11-29 16:18:45,,0985159008,Only non-chlorine bleach when needed,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Skinny fit,Yes,Denim,,0985159,008
0690449062,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449062,Tumble dry medium,,"Shell: Cotton 98%, Spandex 2%",DENIM,Light denim blue,Skinny fit,Yes,keyFibreType,,0690449,062
0690449062,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449062,Only non-chlorine bleach when needed,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Skinny fit,Yes,Denim,,0690449,062
0690449051,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,Recycled cotton 20%,0690449051,Only non-chlorine bleach when needed,,"Cotton 98%, Spandex 2%",DENIM,Gray,Skinny fit,Yes,keyFibreType,,0690449,051
0985159007,men_jeans_skinny,Skinny Jeans,$ 24.99,2022-11-29 16:18:45,,0985159007,Tumble dry medium,,"Shell: Cotton 99%, Spandex 1%",DENIM,Denim blue,Skinny fit,Yes,Denim,,0985159,007
0985159007,men_jeans_skinny,Skinny Jeans,$ 24.99,2022-11-29 16:18:45,,0985159007,Only non-chlorine bleach when needed,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Skinny fit,Yes,Denim,,0985159,007
0690449059,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449059,Machine wash cool,,"Cotton 98%, Spandex 2%",DENIM,Denim blue,Skinny fit,Yes,keyFibreType,,0690449,059
0690449059,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449059,Machine wash cool,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Skinny fit,Yes,Denim,,0690449,059
1013317006,men_jeans_joggers,Hybrid Regular Tapered Joggers,$ 39.99,2022-11-29 16:18:45,,1013317006,Tumble dry medium,,"Cotton 79%, Polyester 20%, Spandex 1%",DENIM,Black,Regular fit,Yes,Denim,,1013317,006
1099503002,men_jeans_loose,Baggy Jeans,$ 39.99,2022-11-29 16:18:45,,1099503002,Only non-chlorine bleach when needed,,Shell: Cotton 100%,,Black,Loose fit,Yes,keyFibreType,Inner leg: Length: 78.0 cm (Size 33/32),1099503,002
1099503002,men_jeans_loose,Baggy Jeans,$ 39.99,2022-11-29 16:18:45,,1099503002,Tumble dry medium,,"Pocket lining: Polyester 65%, Cotton 35%",,Solid-color,Loose fit,Yes,Denim,Inner leg: Length: 78.0 cm (Size 33/32),1099503,002
1024711001,men_jeans_slim,Slim Jeans,$ 29.99,2022-11-29 16:18:45,,1024711001,Tumble dry medium,,"Shell: Cotton 98%, Spandex 2%",DENIM,Black,Slim fit,Yes,keyFibreType,,1024711,001
1024711001,men_jeans_slim,Slim Jeans,$ 29.99,2022-11-29 16:18:45,,1024711001,Only non-chlorine bleach when needed,,Pocket lining: Cotton 100%,DENIM,Solid-color,Slim fit,Yes,Denim,,1024711,001
1004199007,men_jeans_skinny,Skinny Cropped Jeans,$ 29.99,2022-11-29 16:18:45,,1004199007,Tumble dry medium,,"Shell: Cotton 98%, Spandex 2%",DENIM,Denim blue,Skinny fit,Yes,Denim,,1004199,007
1004199007,men_jeans_skinny,Skinny Cropped Jeans,$ 29.99,2022-11-29 16:18:45,,1004199007,Only non-chlorine bleach when needed,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Skinny fit,Yes,Denim,,1004199,007
1008549002,men_jeans_regular,Regular Jeans,$ 24.99,2022-11-29 16:18:45,Recycled cotton 20%,1008549002,Only non-chlorine bleach when needed,,"Shell: Cotton 99%, Spandex 1%",DENIM,Denim blue,Regular fit,Yes,keyFibreType,,1008549,002
1008549002,men_jeans_regular,Regular Jeans,$ 24.99,2022-11-29 16:18:45,Recycled cotton 20%,1008549002,Medium iron,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Regular fit,Yes,Denim,,1008549,002
1024711008,men_jeans_slim,Slim Jeans,$ 29.99,2022-11-29 16:18:45,,1024711008,Tumble dry medium,,"Shell: Cotton 99%, Spandex 1%",DENIM,Dark denim gray,Slim fit,Yes,keyFibreType,,1024711,008
1024711008,men_jeans_slim,Slim Jeans,$ 29.99,2022-11-29 16:18:45,,1024711008,Only non-chlorine bleach when needed,,"Pocket lining: Polyester 80%, Cotton 20%",DENIM,Solid-color,Slim fit,Yes,Denim,,1024711,008
1024256007,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256007,Only non-chlorine bleach when needed,,"Shell: Cotton 99%, Spandex 1%",DENIM,Dark gray,Slim fit,Yes,Denim,,1024256,007
1024256007,men_jeans_slim,Slim Jeans,$ 19.99,2022-11-29 16:18:45,,1024256007,Medium iron,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Slim fit,Yes,Denim,,1024256,007
0690449064,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449064,Machine wash cool,,"Shell: Cotton 98%, Spandex 2%",DENIM,Black/white,Skinny fit,Yes,keyFibreType,,0690449,064
0690449064,men_jeans_ripped,Skinny Jeans,$ 39.99,2022-11-29 16:18:45,,0690449064,Machine wash cool,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Patterned,Skinny fit,Yes,Denim,,0690449,064
1099503003,men_jeans_loose,Baggy Jeans,$ 39.99,2022-11-29 16:18:45,,1099503003,Tumble dry medium,,Shell: Cotton 100%,,Dark denim blue,Loose fit,Yes,keyFibreType,Inner leg: Length: 78.0 cm (Size 33/32),1099503,003
1099503003,men_jeans_loose,Baggy Jeans,$ 39.99,2022-11-29 16:18:45,,1099503003,Only non-chlorine bleach when needed,,"Pocket lining: Polyester 65%, Cotton 35%",,Solid-color,Loose fit,Yes,Denim,Inner leg: Length: 78.0 cm (Size 33/32),1099503,003
0979945012,men_jeans_loose,Loose Jeans,$ 39.99,2022-11-29 16:18:45,,0979945012,Tumble dry medium,,Shell: Cotton 100%,DENIM,Gray,Loose fit,Yes,keyFibreType,,0979945,012
0979945012,men_jeans_loose,Loose Jeans,$ 39.99,2022-11-29 16:18:45,,0979945012,Only non-chlorine bleach when needed,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Loose fit,Yes,Denim,,0979945,012
1013317002,men_jeans_joggers,Hybrid Regular Tapered Joggers,$ 39.99,2022-11-29 16:18:45,Recycled cotton 19%,1013317002,Tumble dry medium,,"Cotton 78%, Polyester 21%, Spandex 1%",DENIM,Denim blue,Regular fit,Yes,Denim,,1013317,002
1004199001,men_jeans_skinny,Skinny Cropped Jeans,$ 29.99,2022-11-29 16:18:45,Recycled cotton 20%,1004199001,Only non-chlorine bleach when needed,,"Cotton 99%, Spandex 1%",DENIM,Light denim blue,Skinny fit,Yes,Denim,,1004199,001
1008110006,men_jeans_slim,Freefit速 Slim Jeans,$ 49.99,2022-11-29 16:18:45,,1008110006,Tumble dry medium,,"Shell: Cotton 89%, Elastomultiester 9%, Spandex 2%",DENIM,Denim blue,Slim fit,Yes,Denim,,1008110,006
1008110006,men_jeans_slim,Freefit速 Slim Jeans,$ 49.99,2022-11-29 16:18:45,,1008110006,Only non-chlorine bleach when needed,,"Pocket lining: Polyester 80%, Cotton 20%",DENIM,Denim blue,Slim fit,Yes,Denim,,1008110,006
1100162003,men_jeans_regular,Essentials No 2: THE JEANS,$ 39.99,2022-11-29 16:18:45,,1100162003,Only non-chlorine bleach when needed,ESSENTIALS,"Shell: Cotton 99%, Spandex 1%",,Denim gray,Regular fit,Yes,keyFibreType,Inner leg: Length: 79.5 cm (Size 33/32),1100162,003
1100162003,men_jeans_regular,Essentials No 2: THE JEANS,$ 39.99,2022-11-29 16:18:45,,1100162003,Medium iron,ESSENTIALS,"Pocket lining: Polyester 65%, Cotton 35%",,Solid-color,Regular fit,Yes,Denim,Inner leg: Length: 79.5 cm (Size 33/32),1100162,003
1071707010,men_jeans_relaxed,Relaxed Jeans,$ 29.99,2022-11-29 16:18:45,,1071707010,Only non-chlorine bleach when needed,,Shell: Cotton 100%,DENIM,Denim gray,Relaxed fit,Yes,keyFibreType,Inner leg: Length: 81.0 cm (Size 33/32),1071707,010
1071707010,men_jeans_relaxed,Relaxed Jeans,$ 29.99,2022-11-29 16:18:45,,1071707010,Tumble dry medium,,"Pocket lining: Polyester 65%, Cotton 35%",DENIM,Solid-color,Relaxed fit,Yes,Denim,Inner leg: Length: 81.0 cm (Size 33/32),1071707,010
